City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,gushikawa,26.3544,127.8686,16.57,77,100,0.0,JP,1675452254
1,port macquarie,-31.4333,152.9167,19.94,48,0,6.16,AU,1675452255
2,la palma,33.8464,-118.0467,22.5,37,40,2.06,US,1675452256
3,ushuaia,-54.8,-68.3,10.81,87,75,12.86,AR,1675452111
4,butaritari,3.0707,172.7902,27.38,76,4,8.96,KI,1675452259
5,tuktoyaktuk,69.4541,-133.0374,-42.0,66,20,0.0,CA,1675452261
6,humaita,-7.5061,-63.0208,29.07,72,99,1.31,BR,1675452261
7,bethel,41.3712,-73.414,-5.8,34,75,7.72,US,1675452262
8,ust-kan,50.9276,84.761,-7.28,96,100,0.94,RU,1675452263
9,kapaa,22.0752,-159.319,22.99,94,100,10.8,US,1675452264
10,ostrovnoy,68.0531,39.5131,-13.06,94,99,3.72,RU,1675452264
11,vojens,55.2464,9.306,5.73,81,75,3.6,DK,1675452265
12,port elizabeth,-33.918,25.5701,23.94,89,75,4.63,ZA,1675452266
13,camapua,-19.5314,-54.0439,27.2,80,100,3.86,BR,1675452267
14,basoko,1.2391,23.616,27.02,56,74,0.62,CD,1675452267
15,puerto ayora,-0.7393,-90.3518,29.98,82,61,5.36,EC,1675452269
16,stolin,51.8912,26.846,-2.72,80,100,2.05,BY,1675452269
17,qaanaaq,77.484,-69.3632,-18.68,64,40,3.27,GL,1675452270
18,cherskiy,68.75,161.3,-27.96,100,100,0.3,RU,1675452271
19,busselton,-33.65,115.3333,19.67,60,0,6.65,AU,1675452271
20,nizhniy kuranakh,58.8353,125.4869,-16.19,95,100,2.5,RU,1675452272
21,fort-shevchenko,44.5086,50.263,1.32,95,100,10.1,KZ,1675452273
22,khandagayty,50.7333,92.05,-23.09,98,100,1.44,RU,1675452273
23,shihezi,44.3,86.0333,-10.95,95,97,1.26,CN,1675452274
24,mpanda,-6.3655,31.0409,18.66,96,98,0.31,TZ,1675452275
25,carnarvon,-24.8667,113.6333,26.08,77,11,3.09,AU,1675452275
26,new norfolk,-42.7826,147.0587,13.72,85,100,0.45,AU,1675452276
27,batemans bay,-35.7167,150.1833,10.82,68,0,2.69,AU,1675452277
28,vaini,-21.2,-175.2,24.09,94,75,4.63,TO,1675452278
29,castro,-24.7911,-50.0119,19.55,96,100,4.11,BR,1675452278
30,fort nelson,58.8053,-122.7002,-17.25,73,75,0.89,CA,1675452279
31,chuy,-33.6971,-53.4616,20.59,86,100,5.37,UY,1675452280
32,port alfred,-33.5906,26.891,22.32,85,57,1.79,ZA,1675452280
33,bengkulu,-3.8004,102.2655,24.16,89,100,2.68,ID,1675452281
34,phan thiet,10.9333,108.1,22.82,82,93,3.28,VN,1675452282
35,leningradskiy,69.3833,178.4167,-33.2,100,100,0.84,RU,1675452282
36,punta arenas,-53.15,-70.9167,19.06,45,40,15.43,CL,1675452283
37,maldonado,-34.6667,-54.9167,22.66,82,100,5.71,UY,1675452283
38,mantua,45.1667,10.7833,4.58,80,89,4.48,IT,1675452187
39,avarua,-21.2078,-159.775,28.03,78,52,6.69,CK,1675452284
40,dikson,73.5069,80.5464,-15.54,95,100,0.5,RU,1675452285
41,katsuura,35.1333,140.3,7.04,79,100,4.0,JP,1675452285
42,victoria,22.2855,114.1577,18.03,84,94,4.92,HK,1675452196
43,hobart,-42.8794,147.3294,13.92,83,75,5.66,AU,1675452180
44,alma,48.5501,-71.6491,-28.83,74,100,8.11,CA,1675452232
45,tuatapere,-46.1333,167.6833,18.56,86,8,2.07,NZ,1675452287
46,pafos,34.7667,32.4167,9.88,87,75,3.09,CY,1675452287
47,georgetown,5.4112,100.3354,25.53,99,20,1.03,MY,1675452124
48,lillesand,58.2488,8.3778,1.05,80,75,3.09,NO,1675452289
49,vostok,46.4856,135.8833,-24.2,99,98,2.21,RU,1675452054
50,shubarshi,48.5872,57.1869,-10.1,81,100,3.96,KZ,1675452290
51,lerwick,60.1545,-1.1494,6.0,81,100,3.76,GB,1675452291
52,nikolskoye,59.7035,30.7861,-3.45,96,100,2.35,RU,1675452291
53,narsaq,60.9167,-46.05,-8.88,78,100,4.81,GL,1675452292
54,ginda,30.6945,78.4932,7.88,35,6,3.44,IN,1675452293
55,bluff,-46.6,168.3333,16.11,96,10,1.08,NZ,1675452294
56,sioux lookout,50.1001,-91.917,-22.96,54,100,4.12,CA,1675452295
57,mar del plata,-38.0023,-57.5575,23.86,66,40,6.17,AR,1675452235
58,shwebo,22.5667,95.7,21.79,57,74,1.67,MM,1675452296
59,bredasdorp,-34.5322,20.0403,19.29,72,0,4.46,ZA,1675452297
60,tiksi,71.6872,128.8694,-36.35,100,84,0.84,RU,1675452298
61,tsiroanomandidy,-18.7667,46.0333,20.27,97,100,1.45,MG,1675452298
62,baiyin,36.5583,104.2081,-2.98,33,0,0.65,CN,1675452299
63,port lincoln,-34.7333,135.8667,14.39,73,26,3.72,AU,1675452299
64,ola,59.5833,151.2833,-22.53,89,22,3.47,RU,1675452300
65,atuona,-9.8,-139.0333,25.86,79,17,8.52,PF,1675452301
66,rikitea,-23.1203,-134.9692,25.7,72,98,3.85,PF,1675452302
67,norman wells,65.282,-126.8329,-33.98,68,75,1.03,CA,1675452303
68,thompson,55.7435,-97.8558,-23.91,70,100,3.09,CA,1675452304
69,khatanga,71.9667,102.5,-35.01,100,81,1.55,RU,1675452305
70,cape town,-33.9258,18.4232,20.23,75,0,7.72,ZA,1675452094
71,ancud,-41.8697,-73.8203,21.8,63,1,2.18,CL,1675452306
72,san vicente,-26.6167,-54.1333,23.56,86,100,1.4,AR,1675452306
73,cidreira,-30.1811,-50.2056,25.43,82,100,1.83,BR,1675452307
74,rassvet,46.8333,40.75,1.0,97,100,5.07,RU,1675452308
75,santa barbara,34.7333,-120.0343,16.83,47,99,1.3,US,1675451969
76,roald,62.5833,6.1333,2.09,74,0,5.14,NO,1675452309
77,banda aceh,5.5577,95.3222,25.12,85,100,2.79,ID,1675452310
78,puerto escondido,15.85,-97.0667,29.46,61,20,3.09,MX,1675452310
79,salalah,17.0151,54.0924,24.05,69,75,0.51,OM,1675452311
80,macomb,40.4592,-90.6718,-9.53,47,0,1.34,US,1675452138
81,saskylakh,71.9167,114.0833,-40.21,100,71,1.69,RU,1675452313
82,bathsheba,13.2167,-59.5167,28.34,61,20,8.23,BB,1675452313
83,henties bay,-22.116,14.2845,18.1,83,26,2.55,NA,1675452314
84,kahului,20.8947,-156.47,26.09,77,20,3.58,US,1675452315
85,ilulissat,69.2167,-51.1,-12.99,66,75,3.09,GL,1675452317
86,mataura,-46.1927,168.8643,17.12,94,20,1.35,NZ,1675452317
87,barrow,71.2906,-156.7887,-26.99,83,0,8.23,US,1675452318
88,ginir,7.1333,40.7,17.15,22,1,2.75,ET,1675452320
89,mwinilunga,-11.7358,24.4293,18.38,88,99,0.41,ZM,1675452321
90,laguna,38.421,-121.4238,12.79,79,100,1.54,US,1675452323
91,kaspiysk,42.8816,47.6392,-0.9,93,100,3.0,RU,1675452324
92,saryg-sep,51.5,95.6,-25.96,99,100,1.28,RU,1675452325
93,upernavik,72.7868,-56.1549,-25.58,100,99,2.88,GL,1675452326
94,markala,13.7021,-6.0659,27.75,12,11,4.31,ML,1675452326
95,san quintin,30.4833,-115.95,17.85,37,100,1.9,MX,1675452327
96,skrunda,56.6833,22.0167,-2.07,80,100,2.05,LV,1675452328
97,acari,-15.4311,-74.6158,28.31,65,73,5.37,PE,1675452329
98,albany,42.6001,-73.9662,-12.65,43,50,4.02,US,1675452164
99,alofi,-19.0595,-169.9187,22.94,100,100,2.57,NU,1675452331
100,byron bay,-28.65,153.6167,24.36,83,64,2.91,AU,1675452332
101,namatanai,-3.6667,152.4333,26.39,81,100,1.81,PG,1675452333
102,hastings,50.8552,0.5729,10.29,50,79,4.55,GB,1675452286
103,sola,-13.8833,167.55,27.97,72,27,2.21,VU,1675452334
104,lata,40.1629,-8.3327,9.49,74,0,0.99,PT,1675452334
105,altamont,42.2068,-121.7372,6.05,59,75,11.83,US,1675452335
106,saint-augustin,51.226,-58.6502,-1.66,97,100,7.9,CA,1675452336
107,arys,42.4252,68.795,3.94,96,100,3.45,KZ,1675452336
108,satipo,-11.2522,-74.6386,24.24,95,100,1.04,PE,1675452337
109,hilo,19.7297,-155.09,26.82,78,40,2.24,US,1675452337
110,bambous virieux,-20.3428,57.7575,26.14,89,75,3.09,MU,1675452338
111,juneau,58.3019,-134.4197,1.72,100,75,1.54,US,1675452115
112,lebu,-37.6167,-73.65,21.32,58,0,9.77,CL,1675452339
113,shakawe,-18.3667,21.85,21.61,88,100,1.83,BW,1675452340
114,baruun-urt,46.6806,113.2792,-18.9,85,5,3.03,MN,1675452341
115,olafsvik,64.8945,-23.7142,3.77,75,100,17.91,IS,1675452342
116,port hardy,50.6996,-127.4199,8.1,76,75,8.23,CA,1675452342
117,saint anthony,45.0205,-93.218,-17.09,56,100,4.63,US,1675452343
118,borovskiy,57.041,65.7202,-12.78,95,42,1.72,RU,1675452344
119,riyadh,24.6877,46.7219,13.08,46,0,3.11,SA,1675452295
120,zhezkazgan,47.8043,67.7144,-7.95,96,100,3.88,KZ,1675452345
121,montrose,38.4166,-108.2673,-1.97,61,98,0.45,US,1675452345
122,muroto,33.2833,134.15,9.58,70,100,1.66,JP,1675452346
123,yazd,31.8972,54.3675,9.06,29,0,3.09,IR,1675452346
124,shingu,33.7333,135.9833,3.6,58,100,2.43,JP,1675452347
125,poya,-21.35,165.15,25.55,89,52,1.88,NC,1675452348
126,nanortalik,60.1432,-45.2371,-7.61,74,100,15.18,GL,1675452348
127,tasiilaq,65.6145,-37.6368,-3.91,73,100,5.24,GL,1675452349
128,jamestown,42.097,-79.2353,-12.38,83,100,5.66,US,1675452350
129,longyearbyen,78.2186,15.6401,-14.09,66,20,3.09,SJ,1675452215
130,yellowknife,62.456,-114.3525,-26.71,69,40,2.06,CA,1675452140
131,eirunepe,-6.6603,-69.8736,23.96,93,100,1.25,BR,1675452352
132,rio grande,-32.035,-52.0986,29.06,71,44,5.11,BR,1675452346
133,san patricio,28.017,-97.5169,14.37,58,0,3.93,US,1675452353
134,hailar,49.2,119.7,-24.2,100,100,2.67,CN,1675452354
135,caborca,30.5838,-111.101,20.0,17,99,3.18,MX,1675452355
136,gobabis,-22.45,18.9667,23.89,59,51,2.35,NA,1675452356
137,severodvinsk,64.5635,39.8302,-4.94,97,100,1.52,RU,1675452100
138,hermanus,-34.4187,19.2345,19.89,67,0,6.41,ZA,1675452357
